raise,3.237185001373291,0.9570853114128113
slate,3.712449073791504,1.6502165794372559
crate,3.770012855529785,1.6757417917251587
irate,3.482379913330078,1.1603007316589355
trace,3.5191617012023926,1.5127511024475098
arise,3.3878884315490723,1.0737099647521973
stare,3.8026156425476074,1.6803759336471558
snare,3.8482437133789062,1.6877511739730835
arose,3.4858815670013428,1.1494556665420532
least,3.3666303157806396,1.327818751335144
alert,3.2092299461364746,1.266825556755066
crane,3.7716689109802246,1.622967004776001
stale,3.879770040512085,1.6898194551467896
saner,3.9105401039123535,1.706798791885376
alter,3.714416027069092,1.569350242614746
later,3.3635518550872803,1.34478759765625
react,3.829230785369873,1.633292317390442
leant,3.9451911449432373,1.6986925601959229
trade,3.4018776416778564,1.3509020805358887
learn,3.077223777770996,0.7216977477073669
cater,3.9175212383270264,1.6475954055786133
roast,3.8926923274993896,1.6327250003814697
aisle,3.578103542327881,1.1914713382720947
trice,3.9631495475769043,1.6601594686508179
scare,3.9050559997558594,1.6253688335418701
parse,3.8887569904327393,1.6157983541488647
saute,3.6004347801208496,1.2068661451339722
heart,3.508364200592041,1.4270122051239014
alone,3.687347888946533,1.2636231184005737
store,3.163583278656006,0.8079860806465149
alien,3.5376789569854736,1.1671744585037231
share,3.3621487617492676,1.296209692955017
grate,3.956700086593628,1.6191555261611938
trail,3.459925413131714,1.329881191253662
siren,3.943256378173828,1.5868135690689087
snore,3.963162660598755,1.5911394357681274
caste,3.946463108062744,1.5726475715637207
scale,3.434964179992676,1.352606177330017
atone,3.6384518146514893,1.2380436658859253
renal,3.8815226554870605,1.5232166051864624
dealt,3.848186731338501,1.5085514783859253
spare,3.7763516902923584,1.4746263027191162
train,3.417793035507202,1.3126157522201538
plate,3.4997496604919434,1.3325074911117554
clear,3.5626678466796875,1.4463422298431396
rinse,3.932246208190918,1.5373873710632324
teary,3.9631094932556152,1.5432206392288208
shale,3.9514122009277344,1.5352544784545898
solar,3.579331159591675,1.3589919805526733
trial,3.51279354095459,1.4026271104812622
glare,3.936422109603882,1.523032784461975
pearl,3.615199089050293,1.371620774269104
lance,3.861449956893921,1.471343755722046
stole,3.911888360977173,1.4940509796142578
canoe,3.63481068611145,1.2295191287994385
sonar,3.9383132457733154,1.5052026510238647
stair,3.925846815109253,1.4962170124053955
slice,3.8776543140411377,1.470041275024414
crone,3.958148956298828,1.5125223398208618
tenor,3.9190239906311035,1.4884717464447021
taper,3.9383063316345215,1.497721791267395
saint,3.507524013519287,1.3608883619308472
route,3.744593858718872,1.2541006803512573
slant,4.161834239959717,1.538837194442749
cleat,3.9525163173675537,1.483475685119629
tread,3.9287452697753906,1.4697115421295166
blare,3.958282947540283,1.4857109785079956
hater,3.9501090049743652,1.476515293121338
steal,3.843075752258301,1.4136161804199219
tried,3.5396509170532227,1.3612067699432373
plane,3.6838207244873047,1.3631716966629028
rouse,3.680741548538208,1.273910403251648
paler,3.9532082080841064,1.4556983709335327
loser,3.9098708629608154,1.431429386138916
suite,3.8951070308685303,1.3939707279205322
tripe,3.951274871826172,1.4478873014450073
crest,4.134037971496582,1.4579451084136963
shear,3.902219295501709,1.417421817779541
sauce,3.704686164855957,1.258573055267334
great,3.3087515830993652,0.8936050534248352
shire,3.905456066131592,1.4124581813812256
large,3.312835216522217,0.8851786255836487
tamer,3.9462554454803467,1.4240821599960327
noise,3.7800920009613037,1.2701995372772217
stone,3.6325411796569824,1.4124865531921387
adore,3.698076009750366,1.2882323265075684
lapse,3.925124168395996,1.403732419013977
score,3.6966543197631836,1.4504849910736084
close,3.520313262939453,1.3688888549804688
trope,3.9491357803344727,1.4119843244552612
